x,y,value
38,Category 361,28
38,Category 362,7
38,Category 363,83
38,Category 364,
38,Category 365,22
38,Category 366,23
38,Category 367,71
38,Category 368,7
38,Category 369,
38,Category 370,38
38,Category 371,89
38,Category 372,65
38,Category 373,75
38,Category 374,17
38,Category 375,12
38,Category 376,66
38,Category 377,95
38,Category 378,77
38,Category 379,71
38,Category 380,
38,Category 381,63
38,Category 382,70
38,Category 383,47
38,Category 384,
38,Category 385,30
38,Category 386,11
38,Category 387,14
38,Category 388,58
38,Category 389,60
38,Category 390,6
38,Category 391,58
38,Category 392,35
38,Category 393,
38,Category 394,
38,Category 395,22
38,Category 396,
38,Category 397,86
38,Category 398,
38,Category 399,60
38,Category 400,
38,Category 401,95
38,Category 402,
38,Category 403,27
38,Category 404,93
38,Category 405,47
38,Category 406,17
38,Category 407,
38,Category 408,96
38,Category 409,
38,Category 410,72
38,Category 411,31
38,Category 412,46
38,Category 413,37
38,Category 414,21
38,Category 415,31
38,Category 416,11
38,Category 417,8
38,Category 418,73
38,Category 419,
38,Category 420,3
38,Category 421,
38,Category 422,72
38,Category 423,23
38,Category 424,50
38,Category 425,92
38,Category 426,
38,Category 427,2
38,Category 428,89
38,Category 429,23
38,Category 430,59
38,Category 431,82
38,Category 432,98
38,Category 433,8
38,Category 434,57
38,Category 435,18
38,Category 436,60
38,Category 437,13
38,Category 438,47
38,Category 439,85
38,Category 440,81
38,Category 441,28
38,Category 442,24
38,Category 443,7
38,Category 444,86
38,Category 445,48
38,Category 446,68
38,Category 447,
38,Category 448,58
38,Category 449,73
38,Category 450,
38,Category 451,74
38,Category 452,53
38,Category 453,8
38,Category 454,33
38,Category 455,
38,Category 456,75
38,Category 457,78
38,Category 458,
38,Category 459,84
38,Category 460,25
38,Category 461,54
38,Category 462,
38,Category 463,93
38,Category 464,14
38,Category 465,29
38,Category 466,10
38,Category 467,
38,Category 468,16
38,Category 469,4
38,Category 470,
38,Category 471,9
38,Category 472,
38,Category 473,45
38,Category 474,65
38,Category 475,21
38,Category 476,58
38,Category 477,86
38,Category 478,35
38,Category 479,76
38,Category 480,
38,Category 481,
38,Category 482,
38,Category 483,
38,Category 484,60
38,Category 485,76
38,Category 486,40
38,Category 487,
38,Category 488,4
38,Category 489,16
38,Category 490,
38,Category 491,
38,Category 492,
38,Category 493,48
38,Category 494,92
38,Category 495,62
38,Category 496,84
38,Category 497,
38,Category 498,58
38,Category 499,37
38,Category 500,18
38,Category 501,86
38,Category 502,93
38,Category 503,
38,Category 504,47
38,Category 505,
38,Category 506,90
38,Category 507,
38,Category 508,86
38,Category 509,47
38,Category 510,78
38,Category 511,34
38,Category 512,
38,Category 513,70
38,Category 514,38
38,Category 515,
38,Category 516,74
38,Category 517,56
38,Category 518,54
38,Category 519,7
38,Category 520,
38,Category 521,94
38,Category 522,60
38,Category 523,55
38,Category 524,50
38,Category 525,40
38,Category 526,28
38,Category 527,70
38,Category 528,27
38,Category 529,6
38,Category 530,
38,Category 531,38
38,Category 532,79
38,Category 533,5
38,Category 534,27
38,Category 535,0
38,Category 536,78
38,Category 537,18
38,Category 538,20
38,Category 539,17
38,Category 540,
38,Category 541,96
38,Category 542,
38,Category 543,
38,Category 544,
38,Category 545,95
38,Category 546,
38,Category 547,91
38,Category 548,33
38,Category 549,60
38,Category 550,55
38,Category 551,5
38,Category 552,55
38,Category 553,33
38,Category 554,96
38,Category 555,15
38,Category 556,68
38,Category 557,
38,Category 558,
38,Category 559,86
38,Category 560,72
38,Category 561,11
38,Category 562,12
38,Category 563,9
38,Category 564,16
38,Category 565,
38,Category 566,65
38,Category 567,
38,Category 568,1
38,Category 569,
38,Category 570,30
38,Category 571,8
38,Category 572,23
38,Category 573,89
38,Category 574,60
38,Category 575,47
38,Category 576,26
38,Category 577,41
38,Category 578,98
38,Category 579,
38,Category 580,46
38,Category 581,90
38,Category 582,15
38,Category 583,13
38,Category 584,56
38,Category 585,50
38,Category 586,
38,Category 587,28
38,Category 588,89
38,Category 589,86
38,Category 590,75
38,Category 591,11
38,Category 592,40
38,Category 593,84
38,Category 594,53
38,Category 595,
38,Category 596,81
38,Category 597,52
38,Category 598,55
38,Category 599,78
38,Category 600,65
38,Category 601,97
38,Category 602,21
38,Category 603,32
38,Category 604,89
38,Category 605,57
38,Category 606,
38,Category 607,
38,Category 608,81
38,Category 609,58
38,Category 610,33
38,Category 611,95
38,Category 612,31
38,Category 613,24
38,Category 614,
38,Category 615,
38,Category 616,14
38,Category 617,92
38,Category 618,67
38,Category 619,28
38,Category 620,40
38,Category 621,
38,Category 622,
38,Category 623,30
38,Category 624,51
38,Category 625,
38,Category 626,
38,Category 627,
38,Category 628,
38,Category 629,48
38,Category 630,98
38,Category 631,
38,Category 632,19
38,Category 633,53
38,Category 634,6
38,Category 635,48
38,Category 636,72
38,Category 637,44
38,Category 638,96
38,Category 639,95
38,Category 640,85
38,Category 641,62
38,Category 642,
38,Category 643,32
38,Category 644,98
38,Category 645,
38,Category 646,66
38,Category 647,61
38,Category 648,97
38,Category 649,75
38,Category 650,48
38,Category 651,58
38,Category 652,21
38,Category 653,15
38,Category 654,22
38,Category 655,30
38,Category 656,38
38,Category 657,31
38,Category 658,19
38,Category 659,41
38,Category 660,10
38,Category 661,55
38,Category 662,69
38,Category 663,68
38,Category 664,96
38,Category 665,
38,Category 666,34
38,Category 667,
38,Category 668,
38,Category 669,77
38,Category 670,
38,Category 671,
38,Category 672,17
38,Category 673,90
38,Category 674,31
38,Category 675,76
38,Category 676,41
38,Category 677,48
38,Category 678,73
38,Category 679,0
38,Category 680,
38,Category 681,
38,Category 682,38
38,Category 683,20
38,Category 684,8
38,Category 685,40
38,Category 686,10
38,Category 687,52
38,Category 688,
38,Category 689,
38,Category 690,21
38,Category 691,86
38,Category 692,61
38,Category 693,84
38,Category 694,83
38,Category 695,68
38,Category 696,11
38,Category 697,16
38,Category 698,29
38,Category 699,54
38,Category 700,
38,Category 701,41
38,Category 702,24
38,Category 703,93
38,Category 704,77
38,Category 705,62
38,Category 706,38
38,Category 707,93
38,Category 708,70
38,Category 709,16
38,Category 710,92
38,Category 711,59
38,Category 712,51
38,Category 713,35
38,Category 714,
38,Category 715,13
38,Category 716,36
38,Category 717,0
38,Category 718,88
38,Category 719,12
38,Category 720,23
38,Category 721,
38,Category 722,31
38,Category 723,99
38,Category 724,23
38,Category 725,
38,Category 726,
38,Category 727,22
38,Category 728,88
38,Category 729,
38,Category 730,23
38,Category 731,67
38,Category 732,
38,Category 733,95
38,Category 734,49
38,Category 735,
38,Category 736,25
38,Category 737,18
38,Category 738,75
38,Category 739,5
38,Category 740,20
38,Category 741,97
38,Category 742,
38,Category 743,48
38,Category 744,3
38,Category 745,6
38,Category 746,81
38,Category 747,11
38,Category 748,
38,Category 749,
38,Category 750,
38,Category 751,
38,Category 752,
38,Category 753,55
38,Category 754,
38,Category 755,
38,Category 756,
38,Category 757,16
38,Category 758,17
38,Category 759,3
38,Category 760,7
38,Category 761,
38,Category 762,85
38,Category 763,18
38,Category 764,60
38,Category 765,70
38,Category 766,29
38,Category 767,63
38,Category 768,
38,Category 769,62
38,Category 770,63
38,Category 771,88
38,Category 772,37
38,Category 773,34
38,Category 774,
38,Category 775,83
38,Category 776,52
38,Category 777,71
38,Category 778,57
38,Category 779,35
38,Category 780,2
38,Category 781,50
38,Category 782,
38,Category 783,20
38,Category 784,31
38,Category 785,98
38,Category 786,19
38,Category 787,40
38,Category 788,
38,Category 789,94
38,Category 790,28
38,Category 791,7
38,Category 792,42
38,Category 793,5
38,Category 794,7
38,Category 795,36
38,Category 796,51
38,Category 797,42
38,Category 798,10
38,Category 799,
38,Category 800,44
38,Category 801,97
38,Category 802,84
38,Category 803,47
38,Category 804,59
38,Category 805,22
38,Category 806,85
38,Category 807,3
38,Category 808,73
38,Category 809,
38,Category 810,66
38,Category 811,
38,Category 812,53
38,Category 813,21
38,Category 814,48
38,Category 815,52
38,Category 816,70
38,Category 817,25
38,Category 818,90
38,Category 819,26
38,Category 820,33
38,Category 821,55
38,Category 822,
38,Category 823,
38,Category 824,37
38,Category 825,92
38,Category 826,85
38,Category 827,5
38,Category 828,36
38,Category 829,79
38,Category 830,36
38,Category 831,8
38,Category 832,97
38,Category 833,
38,Category 834,66
38,Category 835,15
38,Category 836,7
38,Category 837,55
38,Category 838,95
38,Category 839,55
38,Category 840,66
38,Category 841,44
38,Category 842,65
38,Category 843,38
38,Category 844,89
38,Category 845,20
38,Category 846,82
38,Category 847,
38,Category 848,0
38,Category 849,83
38,Category 850,
38,Category 851,36
38,Category 852,26
38,Category 853,31
38,Category 854,
38,Category 855,93
38,Category 856,45
38,Category 857,
38,Category 858,15
38,Category 859,82
38,Category 860,60
38,Category 861,49
38,Category 862,
38,Category 863,
38,Category 864,67
38,Category 865,69
38,Category 866,79
38,Category 867,55
38,Category 868,66
38,Category 869,96
38,Category 870,
38,Category 871,30
38,Category 872,38
38,Category 873,37
38,Category 874,
38,Category 875,54
38,Category 876,13
38,Category 877,15
38,Category 878,22
38,Category 879,6
38,Category 880,52
38,Category 881,80
38,Category 882,72
38,Category 883,51
38,Category 884,48
38,Category 885,
38,Category 886,35
38,Category 887,41
38,Category 888,26
38,Category 889,17
38,Category 890,50
38,Category 891,2
38,Category 892,33
38,Category 893,
38,Category 894,1
38,Category 895,98
38,Category 896,14
38,Category 897,60
38,Category 898,34
38,Category 899,56
38,Category 900,89
38,Category 901,7
38,Category 902,38
38,Category 903,44
38,Category 904,2
38,Category 905,41
38,Category 906,
38,Category 907,94
38,Category 908,
38,Category 909,44
38,Category 910,95
38,Category 911,31
38,Category 912,
38,Category 913,84
38,Category 914,9
38,Category 915,90
38,Category 916,
38,Category 917,24
38,Category 918,49
38,Category 919,45
38,Category 920,3
38,Category 921,7
38,Category 922,1
38,Category 923,49
38,Category 924,21
38,Category 925,71
38,Category 926,34
38,Category 927,19
38,Category 928,2
38,Category 929,6
38,Category 930,9
38,Category 931,
38,Category 932,51
38,Category 933,94
38,Category 934,39
38,Category 935,13
38,Category 936,
38,Category 937,82
38,Category 938,94
38,Category 939,58
38,Category 940,41
38,Category 941,19
38,Category 942,
38,Category 943,66
38,Category 944,26
38,Category 945,0
38,Category 946,97
38,Category 947,64
38,Category 948,28
38,Category 949,12
38,Category 950,18
38,Category 951,79
38,Category 952,40
38,Category 953,62
38,Category 954,98
38,Category 955,82
38,Category 956,
38,Category 957,
38,Category 958,
38,Category 959,49
38,Category 960,16
38,Category 961,61
38,Category 962,
38,Category 963,
38,Category 964,80
38,Category 965,61
38,Category 966,73
38,Category 967,76
38,Category 968,97
38,Category 969,24
38,Category 970,44
38,Category 971,56
38,Category 972,76
38,Category 973,71
38,Category 974,3
38,Category 975,20
38,Category 976,42
38,Category 977,85
38,Category 978,43
38,Category 979,92
38,Category 980,91
38,Category 981,
38,Category 982,42
38,Category 983,98
38,Category 984,85
38,Category 985,98
38,Category 986,83
38,Category 987,71
38,Category 988,
38,Category 989,44
38,Category 990,68
38,Category 991,11
38,Category 992,75
38,Category 993,
38,Category 994,6
38,Category 995,
38,Category 996,2
38,Category 997,91
38,Category 998,89
38,Category 999,15
38,Category 1000,18
39,Category 1,18
39,Category 2,30
39,Category 3,99
39,Category 4,73
39,Category 5,
39,Category 6,31
39,Category 7,69
39,Category 8,24
39,Category 9,2
39,Category 10,76
39,Category 11,84
39,Category 12,
39,Category 13,61
39,Category 14,
39,Category 15,49
39,Category 16,
39,Category 17,50
39,Category 18,
39,Category 19,83
39,Category 20,41
39,Category 21,59
39,Category 22,65
39,Category 23,49
39,Category 24,43
39,Category 25,37
39,Category 26,
39,Category 27,58
39,Category 28,
39,Category 29,61
39,Category 30,6
39,Category 31,
39,Category 32,6
39,Category 33,47
39,Category 34,98
39,Category 35,39
39,Category 36,10
39,Category 37,92
39,Category 38,80
39,Category 39,58
39,Category 40,
39,Category 41,
39,Category 42,48
39,Category 43,79
39,Category 44,
39,Category 45,12
39,Category 46,35
39,Category 47,79
39,Category 48,58
39,Category 49,
39,Category 50,
39,Category 51,22
39,Category 52,58
39,Category 53,5
39,Category 54,35
39,Category 55,41
39,Category 56,15
39,Category 57,
39,Category 58,94
39,Category 59,
39,Category 60,6
39,Category 61,41
39,Category 62,51
39,Category 63,83
39,Category 64,60
39,Category 65,
39,Category 66,12
39,Category 67,50
39,Category 68,29
39,Category 69,39
39,Category 70,
39,Category 71,12
39,Category 72,
39,Category 73,50
39,Category 74,87
39,Category 75,20
39,Category 76,24
39,Category 77,64
39,Category 78,
39,Category 79,62
39,Category 80,50
39,Category 81,46
39,Category 82,
39,Category 83,95
39,Category 84,
39,Category 85,81
39,Category 86,2
39,Category 87,95
39,Category 88,39
39,Category 89,
39,Category 90,
39,Category 91,58
39,Category 92,
39,Category 93,98
39,Category 94,27
39,Category 95,54
39,Category 96,12
39,Category 97,73
39,Category 98,77
39,Category 99,64
39,Category 100,74
39,Category 101,20
39,Category 102,54
39,Category 103,66
39,Category 104,14
39,Category 105,32
39,Category 106,45
39,Category 107,99
39,Category 108,
39,Category 109,11
39,Category 110,44
39,Category 111,31
39,Category 112,20
39,Category 113,
39,Category 114,
39,Category 115,72
39,Category 116,94
39,Category 117,48
39,Category 118,
39,Category 119,17
39,Category 120,
39,Category 121,14
39,Category 122,88
39,Category 123,94
39,Category 124,71
39,Category 125,60
39,Category 126,49
39,Category 127,35
39,Category 128,
39,Category 129,44
39,Category 130,87
39,Category 131,67
39,Category 132,76
39,Category 133,89
39,Category 134,15
39,Category 135,55
39,Category 136,5
39,Category 137,23
39,Category 138,95
39,Category 139,15
39,Category 140,76
39,Category 141,19
39,Category 142,49
39,Category 143,97
39,Category 144,33
39,Category 145,0
39,Category 146,50
39,Category 147,
39,Category 148,50
39,Category 149,76
39,Category 150,
39,Category 151,
39,Category 152,48
39,Category 153,95
39,Category 154,95
39,Category 155,29
39,Category 156,50
39,Category 157,75
39,Category 158,13
39,Category 159,
39,Category 160,42
39,Category 161,14
39,Category 162,93
39,Category 163,35
39,Category 164,
39,Category 165,
39,Category 166,
39,Category 167,91
39,Category 168,75
39,Category 169,37
39,Category 170,
39,Category 171,52
39,Category 172,92
39,Category 173,
39,Category 174,50
39,Category 175,78
39,Category 176,19
39,Category 177,12
39,Category 178,66
39,Category 179,30
39,Category 180,78
39,Category 181,
39,Category 182,17
39,Category 183,43
39,Category 184,85
39,Category 185,
39,Category 186,66
39,Category 187,46
39,Category 188,55
39,Category 189,
39,Category 190,0
39,Category 191,84
39,Category 192,
39,Category 193,
39,Category 194,73
39,Category 195,50
39,Category 196,
39,Category 197,7
39,Category 198,45
39,Category 199,20
39,Category 200,78
39,Category 201,
39,Category 202,26
39,Category 203,36
39,Category 204,69
39,Category 205,81
39,Category 206,72
39,Category 207,53
39,Category 208,
39,Category 209,68
39,Category 210,21
39,Category 211,56
39,Category 212,
39,Category 213,56
39,Category 214,72
39,Category 215,83
39,Category 216,29
39,Category 217,8
39,Category 218,37
39,Category 219,66
39,Category 220,
39,Category 221,
39,Category 222,
39,Category 223,97
39,Category 224,91
39,Category 225,61
39,Category 226,42
39,Category 227,33
39,Category 228,
39,Category 229,5
39,Category 230,
39,Category 231,69
39,Category 232,61
39,Category 233,46
39,Category 234,20
39,Category 235,
39,Category 236,3
39,Category 237,51
39,Category 238,86
39,Category 239,45
39,Category 240,99
39,Category 241,99
39,Category 242,35
39,Category 243,36
39,Category 244,
39,Category 245,89
39,Category 246,14
39,Category 247,83
39,Category 248,67
39,Category 249,74
39,Category 250,86
39,Category 251,
39,Category 252,
39,Category 253,
39,Category 254,88
39,Category 255,
39,Category 256,89
39,Category 257,
39,Category 258,9
39,Category 259,52
39,Category 260,53
39,Category 261,33
39,Category 262,87
39,Category 263,
39,Category 264,64
39,Category 265,25
39,Category 266,
39,Category 267,87
39,Category 268,56
39,Category 269,32
39,Category 270,63
39,Category 271,29
39,Category 272,1
39,Category 273,69
39,Category 274,
39,Category 275,95
39,Category 276,31
39,Category 277,93
39,Category 278,42
39,Category 279,98
39,Category 280,68
39,Category 281,91
39,Category 282,67
39,Category 283,47
39,Category 284,84
39,Category 285,
39,Category 286,17
39,Category 287,40
39,Category 288,12
39,Category 289,74
39,Category 290,17
39,Category 291,93
39,Category 292,41
39,Category 293,71
39,Category 294,
39,Category 295,23
39,Category 296,43
39,Category 297,3
39,Category 298,46
39,Category 299,
39,Category 300,42
39,Category 301,83
39,Category 302,
39,Category 303,33
39,Category 304,30
39,Category 305,10
39,Category 306,81
39,Category 307,
39,Category 308,
39,Category 309,
39,Category 310,53
39,Category 311,92
39,Category 312,21
39,Category 313,14
39,Category 314,95
39,Category 315,45
39,Category 316,21
39,Category 317,43
39,Category 318,31
39,Category 319,7
39,Category 320,26
39,Category 321,67
39,Category 322,
39,Category 323,6
39,Category 324,76
39,Category 325,63
39,Category 326,76
39,Category 327,4
39,Category 328,93
39,Category 329,
39,Category 330,
39,Category 331,1
39,Category 332,98
39,Category 333,52
39,Category 334,35
39,Category 335,58
39,Category 336,8
39,Category 337,63
39,Category 338,69
39,Category 339,9
39,Category 340,
39,Category 341,15
39,Category 342,48
39,Category 343,94
39,Category 344,64
39,Category 345,7
39,Category 346,67
39,Category 347,47
39,Category 348,6
39,Category 349,43
39,Category 350,66
39,Category 351,9
39,Category 352,72
39,Category 353,58
39,Category 354,23
39,Category 355,25
39,Category 356,
39,Category 357,57
39,Category 358,
39,Category 359,46
39,Category 360,46
39,Category 361,78
39,Category 362,81
39,Category 363,79
39,Category 364,18
39,Category 365,
39,Category 366,57
39,Category 367,43
39,Category 368,98
39,Category 369,69
39,Category 370,36
39,Category 371,94
39,Category 372,95
39,Category 373,78
39,Category 374,
39,Category 375,62
39,Category 376,60
39,Category 377,26
39,Category 378,21
39,Category 379,84
39,Category 380,37
39,Category 381,59
39,Category 382,
39,Category 383,93
39,Category 384,62
39,Category 385,97
39,Category 386,83
39,Category 387,
39,Category 388,13
39,Category 389,10
39,Category 390,54
39,Category 391,58
39,Category 392,
39,Category 393,79
39,Category 394,44
39,Category 395,53
39,Category 396,33
39,Category 397,2
39,Category 398,67
39,Category 399,20
39,Category 400,68
39,Category 401,25
39,Category 402,46
39,Category 403,30
39,Category 404,30
39,Category 405,53
39,Category 406,0
39,Category 407,38
39,Category 408,
39,Category 409,73
39,Category 410,82
39,Category 411,69
39,Category 412,43
39,Category 413,70
39,Category 414,53
39,Category 415,60
39,Category 416,57
39,Category 417,1
39,Category 418,
39,Category 419,89
39,Category 420,1
39,Category 421,35
39,Category 422,
39,Category 423,
39,Category 424,81
39,Category 425,
39,Category 426,69
39,Category 427,32
39,Category 428,65
39,Category 429,
39,Category 430,47
39,Category 431,86
39,Category 432,1
39,Category 433,55
39,Category 434,13
39,Category 435,82
39,Category 436,7
39,Category 437,
39,Category 438,46
39,Category 439,17
39,Category 440,65
39,Category 441,
39,Category 442,99
39,Category 443,5
39,Category 444,31
39,Category 445,35
39,Category 446,6
39,Category 447,21
39,Category 448,2
39,Category 449,5
39,Category 450,48
39,Category 451,70
39,Category 452,25
39,Category 453,75
39,Category 454,57
39,Category 455,91
39,Category 456,10
39,Category 457,32
39,Category 458,88
39,Category 459,64
39,Category 460,61
39,Category 461,85
39,Category 462,
39,Category 463,8
39,Category 464,17
39,Category 465,29
39,Category 466,63
39,Category 467,
39,Category 468,
39,Category 469,
39,Category 470,21
39,Category 471,2
39,Category 472,6
39,Category 473,73
39,Category 474,42
39,Category 475,88
39,Category 476,42
39,Category 477,42
39,Category 478,89
39,Category 479,
39,Category 480,94
39,Category 481,28
39,Category 482,12
39,Category 483,
39,Category 484,34
39,Category 485,0
39,Category 486,97
39,Category 487,69
39,Category 488,86
39,Category 489,8
39,Category 490,94
39,Category 491,59
39,Category 492,92
39,Category 493,45
39,Category 494,32
39,Category 495,84
39,Category 496,23
39,Category 497,
39,Category 498,34
39,Category 499,38
39,Category 500,19
39,Category 501,55
39,Category 502,
39,Category 503,23
39,Category 504,87
39,Category 505,84
39,Category 506,36
39,Category 507,32
39,Category 508,66
39,Category 509,89
39,Category 510,2
39,Category 511,96
39,Category 512,34
39,Category 513,
39,Category 514,53
39,Category 515,
39,Category 516,50
39,Category 517,
39,Category 518,
39,Category 519,54
39,Category 520,96
39,Category 521,66
39,Category 522,74
39,Category 523,3
39,Category 524,53
39,Category 525,7
39,Category 526,
39,Category 527,6
39,Category 528,83
39,Category 529,24
39,Category 530,62
39,Category 531,42
39,Category 532,98
39,Category 533,16
39,Category 534,66
39,Category 535,
39,Category 536,42
39,Category 537,
39,Category 538,4
39,Category 539,80
39,Category 540,74
39,Category 541,
39,Category 542,76
39,Category 543,32
39,Category 544,63
39,Category 545,96
39,Category 546,60
39,Category 547,
39,Category 548,20
39,Category 549,
39,Category 550,
39,Category 551,17
39,Category 552,40
39,Category 553,12
39,Category 554,99
39,Category 555,33
39,Category 556,
39,Category 557,19
39,Category 558,87
39,Category 559,60
39,Category 560,64
39,Category 561,
39,Category 562,28
39,Category 563,
39,Category 564,3
39,Category 565,98
39,Category 566,36
39,Category 567,79
39,Category 568,83
39,Category 569,48
39,Category 570,
39,Category 571,11
39,Category 572,9
39,Category 573,83
39,Category 574,26
39,Category 575,9
39,Category 576,72
39,Category 577,33
39,Category 578,20
39,Category 579,58
39,Category 580,38
39,Category 581,70
39,Category 582,
39,Category 583,30
39,Category 584,83
39,Category 585,46
39,Category 586,30
39,Category 587,43
39,Category 588,71
39,Category 589,67
39,Category 590,
39,Category 591,1
39,Category 592,53
39,Category 593,90
39,Category 594,
39,Category 595,34
39,Category 596,
39,Category 597,29
39,Category 598,
39,Category 599,
39,Category 600,3
39,Category 601,27
39,Category 602,4
39,Category 603,63
39,Category 604,94
39,Category 605,89
39,Category 606,85
39,Category 607,45
39,Category 608,75
39,Category 609,
39,Category 610,
39,Category 611,7
39,Category 612,8
39,Category 613,59
39,Category 614,95
39,Category 615,12
39,Category 616,89
39,Category 617,
39,Category 618,33
39,Category 619,18
39,Category 620,55
39,Category 621,
39,Category 622,48
39,Category 623,
39,Category 624,21
39,Category 625,56
39,Category 626,24
39,Category 627,
39,Category 628,97
39,Category 629,
39,Category 630,
39,Category 631,
39,Category 632,8
39,Category 633,71
39,Category 634,20
39,Category 635,38
39,Category 636,93
39,Category 637,57
39,Category 638,49
39,Category 639,48
39,Category 640,51
39,Category 641,37
39,Category 642,5
39,Category 643,41
39,Category 644,
39,Category 645,74
39,Category 646,82
39,Category 647,2
39,Category 648,16
39,Category 649,55
39,Category 650,16
39,Category 651,
39,Category 652,22
39,Category 653,
39,Category 654,22
39,Category 655,60
39,Category 656,
39,Category 657,46
39,Category 658,27
39,Category 659,36
39,Category 660,63
39,Category 661,3
39,Category 662,27
39,Category 663,37
39,Category 664,28
39,Category 665,83
39,Category 666,
39,Category 667,
39,Category 668,
39,Category 669,28
39,Category 670,17
39,Category 671,92
39,Category 672,38
39,Category 673,57
39,Category 674,38
39,Category 675,76
39,Category 676,6
39,Category 677,91
39,Category 678,66
39,Category 679,69
39,Category 680,68
39,Category 681,40
39,Category 682,71
39,Category 683,60
39,Category 684,2
39,Category 685,50
39,Category 686,
39,Category 687,87
39,Category 688,74
39,Category 689,37
39,Category 690,16
39,Category 691,74
39,Category 692,39
39,Category 693,54
39,Category 694,5
39,Category 695,22
39,Category 696,85
39,Category 697,50
39,Category 698,
39,Category 699,
39,Category 700,98
39,Category 701,32
39,Category 702,15
39,Category 703,48
39,Category 704,
39,Category 705,65
39,Category 706,69
39,Category 707,73
39,Category 708,50
39,Category 709,71
39,Category 710,
39,Category 711,89
39,Category 712,54
39,Category 713,22
39,Category 714,26
39,Category 715,9
39,Category 716,
39,Category 717,75
39,Category 718,
39,Category 719,68
39,Category 720,
39,Category 721,15
39,Category 722,12
39,Category 723,
39,Category 724,1
39,Category 725,79
39,Category 726,88
39,Category 727,35
39,Category 728,26
39,Category 729,15
39,Category 730,48
39,Category 731,40
39,Category 732,40
39,Category 733,48
39,Category 734,62
39,Category 735,61
39,Category 736,
39,Category 737,81
39,Category 738,48
39,Category 739,8
39,Category 740,74
39,Category 741,
39,Category 742,24
39,Category 743,49
39,Category 744,
39,Category 745,37
39,Category 746,75
39,Category 747,1
39,Category 748,4
39,Category 749,4
39,Category 750,11
39,Category 751,12
39,Category 752,92
39,Category 753,76
39,Category 754,60
39,Category 755,66
39,Category 756,29
39,Category 757,21
39,Category 758,20
39,Category 759,45
39,Category 760,12
39,Category 761,42
39,Category 762,96
39,Category 763,
39,Category 764,39
39,Category 765,87
39,Category 766,91
39,Category 767,
39,Category 768,
39,Category 769,41
39,Category 770,
39,Category 771,56
39,Category 772,68
39,Category 773,78
39,Category 774,69
39,Category 775,10
39,Category 776,32
39,Category 777,64
39,Category 778,17
39,Category 779,34
39,Category 780,15
39,Category 781,
39,Category 782,7
39,Category 783,88
39,Category 784,
39,Category 785,42
39,Category 786,4
39,Category 787,98
39,Category 788,98
39,Category 789,38
39,Category 790,
39,Category 791,
39,Category 792,77
39,Category 793,29
39,Category 794,93
39,Category 795,81
39,Category 796,40
39,Category 797,23
39,Category 798,72
39,Category 799,17
39,Category 800,17
39,Category 801,39
39,Category 802,75
39,Category 803,6
39,Category 804,58
39,Category 805,57
39,Category 806,11
39,Category 807,
39,Category 808,87
39,Category 809,0
39,Category 810,
39,Category 811,51
39,Category 812,62
39,Category 813,48
39,Category 814,55
39,Category 815,35
39,Category 816,4
39,Category 817,50
39,Category 818,
39,Category 819,17
39,Category 820,
39,Category 821,73
39,Category 822,89
39,Category 823,
39,Category 824,26
39,Category 825,
39,Category 826,59
39,Category 827,
39,Category 828,42
39,Category 829,
39,Category 830,8
39,Category 831,64
39,Category 832,85
39,Category 833,23
39,Category 834,
39,Category 835,25
39,Category 836,23
39,Category 837,26
39,Category 838,39
39,Category 839,42
39,Category 840,
39,Category 841,
39,Category 842,51
39,Category 843,11
39,Category 844,45
39,Category 845,80
39,Category 846,5
39,Category 847,23
39,Category 848,33
39,Category 849,
39,Category 850,
39,Category 851,96
39,Category 852,
39,Category 853,40
39,Category 854,18
39,Category 855,
39,Category 856,20
39,Category 857,8
39,Category 858,43
39,Category 859,29
39,Category 860,54
39,Category 861,12
39,Category 862,
39,Category 863,91
39,Category 864,87
39,Category 865,
39,Category 866,82
39,Category 867,57
39,Category 868,
39,Category 869,
39,Category 870,84
39,Category 871,44
39,Category 872,
39,Category 873,87
39,Category 874,93
39,Category 875,
39,Category 876,45
39,Category 877,77
39,Category 878,
39,Category 879,75
39,Category 880,59
39,Category 881,55
39,Category 882,99
39,Category 883,
39,Category 884,49
39,Category 885,35
39,Category 886,
39,Category 887,66
39,Category 888,9
39,Category 889,70
39,Category 890,
39,Category 891,5
39,Category 892,13
39,Category 893,27
39,Category 894,24
39,Category 895,
39,Category 896,77
39,Category 897,57
39,Category 898,53
39,Category 899,26
39,Category 900,68
39,Category 901,37
39,Category 902,98
39,Category 903,17
39,Category 904,30
39,Category 905,19
39,Category 906,52
39,Category 907,68
39,Category 908,34
39,Category 909,30
39,Category 910,28
39,Category 911,
39,Category 912,97
39,Category 913,98
39,Category 914,29
39,Category 915,
39,Category 916,17
39,Category 917,84
39,Category 918,2
39,Category 919,
39,Category 920,92
39,Category 921,21
39,Category 922,4
39,Category 923,9
39,Category 924,53
39,Category 925,14
39,Category 926,1
39,Category 927,16
39,Category 928,50
39,Category 929,44
39,Category 930,35
39,Category 931,85
39,Category 932,3
39,Category 933,99
39,Category 934,
39,Category 935,
39,Category 936,82
39,Category 937,
39,Category 938,90
39,Category 939,37
39,Category 940,39
39,Category 941,79
39,Category 942,75
39,Category 943,79
39,Category 944,49
39,Category 945,96
39,Category 946,26
39,Category 947,
39,Category 948,77
39,Category 949,43
